0,408,430,8207.25
0,405,430,8111.76
0,406,430,8227.19
0,408,430,8038.13
0,409,430,8068.7
0,406,430,8016.13
0,412,430,8041.25
0,406,430,8117.72
0,406,430,7959.11
0,409,430,7971.63
0,408,430,8084.53
0,405,430,8022.55
0,407,430,7981.39
0,409,430,7963.29
0,405,430,7970.34
0,407,430,7975.2
0,411,430,7953.63
0,409,430,8091.61
0,407,430,8018.16
0,408,430,8091
1,91,91,329.474
1,91,91,643.671
1,91,91,443.682
1,91,91,708.113
1,91,91,735.286
1,91,91,397.722
1,91,91,1112.62
0,90,91,1555.3
1,91,91,237.468
1,91,91,377.832
1,91,91,1217.93
1,91,91,273.823
1,91,91,1543.58
1,91,91,512.766
1,91,91,1021.75
1,91,91,1072.09
1,91,91,1238.49
0,90,91,1574.14
1,91,91,271.926
1,91,91,550.836
0,795,860,16783.5
0,800,860,16782.9
0,797,860,16838.3
0,798,860,16893.1
0,798,860,16966.9
0,797,860,16623.5
0,801,860,16509.7
0,797,860,16787.7
0,798,860,16780.5
0,806,860,16881
0,798,860,16821.8
0,797,860,16788.3
0,797,860,16919.6
0,792,860,16868.4
0,798,860,16672.1
0,802,860,16660.2
0,797,860,16834.5
0,794,860,16845.3
0,794,860,16846.3
0,796,860,16919.8
0,212,218,3517.09
0,213,218,3553.73
0,212,218,3577.91
0,213,218,3520.64
0,211,218,3531.57
0,211,218,3599.17
0,212,218,3538.39
0,212,218,3535.95
0,212,218,3485.1
0,213,218,3569.55
0,215,218,3534.83
0,211,218,3581.84
0,212,218,3537.7
0,210,218,3579.16
0,212,218,3517.44
0,211,218,3644.67
0,213,218,3672.22
0,212,218,3642.38
0,214,218,3531.62
0,214,218,3518.2
