0,412,430,6742.86
0,407,430,6881.84
0,409,430,7041.88
0,408,430,6908.86
0,407,430,6973.35
0,409,430,6901.64
0,409,430,7133.24
0,408,430,7018.5
0,407,430,7092.68
0,410,430,6963.32
0,409,430,6857.79
0,406,430,7038.36
0,407,430,7117.45
0,408,430,6982.4
0,409,430,6818.43
0,411,430,6906.07
0,406,430,7069.06
0,407,430,6914.77
0,408,430,6870.74
0,408,430,7128.06
1,91,91,332.243
1,91,91,639.473
1,91,91,448.115
1,91,91,683.107
1,91,91,740.945
1,91,91,402.881
1,91,91,1105.89
0,90,91,1549.76
1,91,91,237.858
1,91,91,384.534
1,91,91,1221.61
1,91,91,265.729
1,91,91,1529.2
1,91,91,498.024
1,91,91,1025.4
1,91,91,1070.17
1,91,91,1184.85
0,90,91,1583.87
1,91,91,276.211
1,91,91,548.875
0,808,860,15534.7
0,795,860,15682.6
0,793,860,15563.2
0,797,860,15433.4
0,798,860,15509.3
0,799,860,15408.1
0,794,860,15914
0,803,860,15957.6
0,799,860,15482.3
0,791,860,15495.1
0,797,860,15320.1
0,801,860,15722.2
0,799,860,15951
0,793,860,15822
0,799,860,15519.8
0,800,860,15484.1
0,799,860,15511.2
0,801,860,15478.2
0,797,860,15544.5
0,791,860,15565.1
0,212,218,3451.99
0,213,218,3487.58
0,212,218,3500.16
0,213,218,3587.41
0,211,218,3517.45
0,211,218,3526.34
0,212,218,3499
0,212,218,3501.98
0,212,218,3423.95
0,213,218,3507.74
0,215,218,3582.96
0,211,218,3553.36
0,212,218,3493.86
0,210,218,3566.68
0,212,218,3536.15
0,211,218,3558.56
0,213,218,3596.78
0,212,218,3506.12
0,214,218,3531.85
0,214,218,3501.35
