0,410,430,9566.58
0,409,430,9718.4
0,408,430,9572.87
0,412,430,9423.69
0,409,430,9494.81
0,408,430,9420.27
0,414,430,9625.3
0,406,430,9919.55
0,409,430,9594.43
0,411,430,9443.52
0,410,430,9598.38
0,411,430,9604.62
0,409,430,9675.46
0,409,430,9503.13
0,409,430,9441.63
0,411,430,9476.02
0,414,430,9405.44
0,409,430,9622.08
0,407,430,9575.67
0,407,430,9609.58
1,91,91,782.663
1,91,91,917.146
1,91,91,634.365
1,91,91,390.565
1,91,91,292.827
1,91,91,135.813
1,91,91,183.303
1,91,91,1856.41
1,91,91,563.357
1,91,91,291.906
1,91,91,2017.33
1,91,91,386.746
1,91,91,815.532
1,91,91,879.94
1,91,91,1294.5
1,91,91,1075.85
1,91,91,1849.88
1,91,91,1925.57
1,91,91,835.972
1,91,91,746.73
0,794,860,20189.9
0,796,860,20194.1
0,797,860,20321.2
0,804,860,20050
0,798,860,20277.1
0,807,860,20425.7
0,804,860,20986.7
0,796,860,20939.8
0,799,860,21307.7
0,800,860,21747.4
0,797,860,20588.1
0,797,860,20253.2
0,799,860,20331.5
0,797,860,20115.2
0,798,860,20206.4
0,798,860,20153.2
0,795,860,20124.1
0,796,860,20292.6
0,799,860,20022.1
0,798,860,20110
0,213,218,4759.44
0,213,218,4817.8
0,212,218,4875.24
0,213,218,4834.4
0,212,218,4840.86
0,210,218,4886.99
0,214,218,4727.57
0,211,218,4911.9
0,214,218,4812.9
0,213,218,4817.7
0,214,218,4834.49
0,212,218,4842.61
0,212,218,4947.14
0,213,218,4894.44
0,213,218,4810.3
0,214,218,4892.1
0,214,218,4842.9
0,213,218,4937.05
0,212,218,4988.12
0,213,218,4862.37
